instance	family	max_arity	rc
rus2_50_100_5_1	DBN	2	6
rus2_50_100_5_2	DBN	2	6
rus2_50_100_6_1	DBN	2	6
rus2_50_100_6_2	DBN	2	6
rus2_50_100_6_3	DBN	2	6
rus2_50_100_7_1	DBN	2	6
rus2_50_100_7_2	DBN	2	6
rus2_50_100_7_3	DBN	2	6
rus2_50_100_8_1	DBN	2	6
rus2_50_100_9_3	DBN	2	6
rus_50_100_2_3	DBN	2	6
rus_50_100_3_1	DBN	2	6
rus_50_100_3_2	DBN	2	6
rus_50_100_4_1	DBN	2	6
rus_50_100_4_3	DBN	2	6
rus_50_100_6_1	DBN	2	6
rus_50_100_6_2	DBN	2	6
rus_50_100_7_1	DBN	2	6
rus_50_100_7_2	DBN	2	6
rus_50_100_8_1	DBN	2	6
rus_50_100_9_3	DBN	2	6
ped2.B.recomb1-0.01-1	Haplotyping	579	6
ped2.B.recomb1-0.01-2	Haplotyping	579	6
ped2.B.recomb1-0.01-3	Haplotyping	579	6
ped2.B.recomb1-0.01-4	Haplotyping	579	6
ped2.B.recomb1-0.01-5	Haplotyping	580	6
ped2.B.recomb1-0.10-10	Haplotyping	579	6
ped2.B.recomb1-0.10-6	Haplotyping	579	6
ped2.B.recomb1-0.10-7	Haplotyping	579	6
ped2.B.recomb1-0.10-8	Haplotyping	579	6
ped2.B.recomb1-0.10-9	Haplotyping	579	6
ped2.B.recomb1-0.20-11	Haplotyping	579	6
ped2.B.recomb1-0.20-12	Haplotyping	580	6
ped2.B.recomb1-0.20-13	Haplotyping	579	6
ped2.B.recomb1-0.20-14	Haplotyping	580	6
ped2.B.recomb1-0.20-15	Haplotyping	579	6
ped2.G.recomb10-0.01-1	Haplotyping	579	6
ped2.G.recomb10-0.01-2	Haplotyping	579	6
ped2.G.recomb10-0.01-3	Haplotyping	579	6
ped2.G.recomb10-0.01-4	Haplotyping	579	6
ped2.G.recomb10-0.01-5	Haplotyping	579	6
ped2.G.recomb10-0.10-10	Haplotyping	579	6
ped2.G.recomb10-0.10-6	Haplotyping	579	6
ped2.G.recomb10-0.10-7	Haplotyping	579	6
ped2.G.recomb10-0.10-8	Haplotyping	579	6
ped2.G.recomb10-0.10-9	Haplotyping	579	6
ped2.G.recomb1-0.01-1	Haplotyping	579	6
ped2.G.recomb1-0.01-2	Haplotyping	580	6
ped2.G.recomb1-0.01-3	Haplotyping	579	6
ped2.G.recomb1-0.01-4	Haplotyping	579	6
ped2.G.recomb1-0.01-5	Haplotyping	579	6
ped2.G.recomb10-0.20-11	Haplotyping	579	6
ped2.G.recomb10-0.20-12	Haplotyping	579	6
ped2.G.recomb10-0.20-13	Haplotyping	579	6
ped2.G.recomb10-0.20-14	Haplotyping	579	6
ped2.G.recomb10-0.20-15	Haplotyping	579	6
ped2.G.recomb1-0.10-10	Haplotyping	579	6
ped2.G.recomb1-0.10-6	Haplotyping	579	6
ped2.G.recomb1-0.10-7	Haplotyping	579	6
ped2.G.recomb1-0.10-8	Haplotyping	579	6
ped2.G.recomb1-0.10-9	Haplotyping	579	6
ped2.G.recomb1-0.20-11	Haplotyping	579	6
ped2.G.recomb1-0.20-12	Haplotyping	579	6
ped2.G.recomb1-0.20-13	Haplotyping	579	6
ped2.G.recomb1-0.20-14	Haplotyping	579	6
ped2.G.recomb1-0.20-15	Haplotyping	579	6
ped2.G.recomb5-0.01-1	Haplotyping	579	6
ped2.G.recomb5-0.01-2	Haplotyping	579	6
ped2.G.recomb5-0.01-3	Haplotyping	579	6
ped2.G.recomb5-0.01-4	Haplotyping	579	6
ped2.G.recomb5-0.01-5	Haplotyping	579	6
ped2.G.recomb5-0.10-10	Haplotyping	579	6
ped2.G.recomb5-0.10-6	Haplotyping	579	6
ped2.G.recomb5-0.10-7	Haplotyping	579	6
ped2.G.recomb5-0.10-8	Haplotyping	579	6
ped2.G.recomb5-0.10-9	Haplotyping	579	6
ped2.G.recomb5-0.20-11	Haplotyping	579	6
ped2.G.recomb5-0.20-12	Haplotyping	579	6
ped2.G.recomb5-0.20-13	Haplotyping	579	6
ped2.G.recomb5-0.20-14	Haplotyping	580	6
ped2.G.recomb5-0.20-15	Haplotyping	580	6
ped3.D.recomb10-0.20-11	Haplotyping	339	6
ped3.D.recomb10-0.20-12	Haplotyping	339	6
ped3.D.recomb10-0.20-13	Haplotyping	339	6
ped3.D.recomb10-0.20-14	Haplotyping	340	6
ped3.D.recomb10-0.20-15	Haplotyping	339	6
ped3.E.recomb10-0.20-11	Haplotyping	340	6
ped3.E.recomb10-0.20-12	Haplotyping	339	6
ped3.E.recomb10-0.20-13	Haplotyping	339	6
ped3.E.recomb10-0.20-14	Haplotyping	340	6
ped3.E.recomb10-0.20-15	Haplotyping	339	6
ped3.F.recomb10-0.01-1	Haplotyping	339	6
ped3.F.recomb10-0.01-2	Haplotyping	339	6
ped3.F.recomb10-0.01-3	Haplotyping	339	6
ped3.F.recomb10-0.01-4	Haplotyping	339	6
ped3.F.recomb10-0.01-5	Haplotyping	339	6
ped3.F.recomb10-0.10-10	Haplotyping	339	6
ped3.F.recomb10-0.10-6	Haplotyping	339	6
ped3.F.recomb10-0.10-7	Haplotyping	340	6
ped3.F.recomb10-0.10-8	Haplotyping	339	6
ped3.F.recomb10-0.10-9	Haplotyping	339	6
ped3.F.recomb10-0.20-11	Haplotyping	339	6
ped3.F.recomb10-0.20-12	Haplotyping	339	6
ped3.F.recomb10-0.20-13	Haplotyping	339	6
ped3.F.recomb10-0.20-14	Haplotyping	339	6
ped3.F.recomb10-0.20-15	Haplotyping	339	6
ped3.G.recomb10-0.01-1	Haplotyping	339	6
ped3.G.recomb10-0.01-2	Haplotyping	339	6
ped3.G.recomb10-0.01-3	Haplotyping	339	6
ped3.G.recomb10-0.01-4	Haplotyping	339	6
ped3.G.recomb10-0.01-5	Haplotyping	339	6
ped3.G.recomb10-0.10-10	Haplotyping	339	6
ped3.G.recomb10-0.10-6	Haplotyping	339	6
ped3.G.recomb10-0.10-7	Haplotyping	339	6
ped3.G.recomb10-0.10-8	Haplotyping	339	6
ped3.G.recomb10-0.10-9	Haplotyping	339	6
ped3.G.recomb10-0.20-11	Haplotyping	339	6
ped3.G.recomb10-0.20-12	Haplotyping	339	6
ped3.G.recomb10-0.20-13	Haplotyping	339	6
ped3.G.recomb10-0.20-14	Haplotyping	339	6
ped3.G.recomb10-0.20-15	Haplotyping	340	6
normalized-mps-v2-20-10-bm23.opb.msat	MIPLib	20	6
normalized-mps-v2-20-10-cracpb1.opb.msat	MIPLib	14	6
normalized-mps-v2-20-10-l152lav.opb.msat	MIPLib	14	6
normalized-mps-v2-20-10-lp4l.opb.msat	MIPLib	7	6
normalized-mps-v2-20-10-lseu.opb.msat	MIPLib	23	6
normalized-mps-v2-20-10-mod008.opb.msat	MIPLib	93	6
normalized-mps-v2-20-10-mod010.opb.msat	MIPLib	4	6
normalized-mps-v2-20-10-p0040.opb.msat	MIPLib	10	6
normalized-mps-v2-20-10-p0201.opb.msat	MIPLib	14	6
normalized-mps-v2-20-10-p0548.opb.msat	MIPLib	14	6
normalized-mps-v2-20-10-sentoy.opb.msat	MIPLib	15	6
103c9978-5408-11df-9bc1-00163e7a6f5e_l1	PackupWeighted	15	6
1aabfc32-d491-11df-9a24-00163e3d3b7c_l2	PackupWeighted	69	6
26f3d4cc-d470-11df-9e6c-00163e3d3b7c_l2	PackupWeighted	68	6
29180036-5408-11df-9f57-00163e7a6f5e_l1	PackupWeighted	15	6
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l1	PackupWeighted	68	6
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l2	PackupWeighted	68	6
3e4f8550-0b33-11df-942d-00163e1d94dc_l1	PackupWeighted	46	6
3e4f8550-0b33-11df-942d-00163e1d94dc_l2	PackupWeighted	46	6
4a69cf16-c731-11df-9182-00163e3d3b7c_l1	PackupWeighted	9	6
4a69cf16-c731-11df-9182-00163e3d3b7c_l2	PackupWeighted	72	6
5698a62c-c731-11df-9bb9-00163e3d3b7c_l1	PackupWeighted	9	6
56ae4afa-0b33-11df-8a2b-00163e1d94dc_l1	PackupWeighted	39	6
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l1	PackupWeighted	68	6
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l2	PackupWeighted	68	6
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l1	PackupWeighted	13	6
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l2	PackupWeighted	24	6
80cfe9a6-9b1b-11df-965e-00163e46d37a_l1	PackupWeighted	68	6
80e3fda2-9501-11e0-8001-00163e1e087d_l2	PackupWeighted	71	6
8222799a-9af8-11df-8b50-00163e46d37a_l1	PackupWeighted	68	6
8222799a-9af8-11df-8b50-00163e46d37a_l2	PackupWeighted	68	6
8680dd8a-8600-11e0-b285-00163e1e087d_l2	PackupWeighted	48	6
8afdd89e-51b8-11e0-acd7-00163e1e087d_l1	PackupWeighted	12	6
8b0e7c16-bab4-11e0-a883-00163e1e087d_l2	PackupWeighted	51	6
a754ac72-95cc-11e0-9181-00163e1e087d_l2	PackupWeighted	71	6
ab9005be-bacc-11e0-b0f6-00163e1e087d_l1	PackupWeighted	7	6
ab9005be-bacc-11e0-b0f6-00163e1e087d_l2	PackupWeighted	51	6
b2540c52-51b7-11e0-aa4f-00163e1e087d_l1	PackupWeighted	12	6
bccf69ae-db9e-11df-9a24-00163e3d3b7c_l1	PackupWeighted	35	6
c2164c84-b015-11df-8b50-00163e46d37a_l1	PackupWeighted	45	6
c2164c84-b015-11df-8b50-00163e46d37a_l2	PackupWeighted	45	6
ca8f656c-db9e-11df-b9cf-00163e3d3b7c_l2	PackupWeighted	35	6
caefdef6-3477-11e0-84ef-00163e3d3b7c_l1	PackupWeighted	73	6
caefdef6-3477-11e0-84ef-00163e3d3b7c_l2	PackupWeighted	73	6
cff22854-9512-11e0-8001-00163e1e087d_l2	PackupWeighted	71	6
d023d256-3477-11e0-bdb2-00163e3d3b7c_l1	PackupWeighted	73	6
d023d256-3477-11e0-bdb2-00163e3d3b7c_l2	PackupWeighted	73	6
d0cc7514-c730-11df-a040-00163e3d3b7c_l1	PackupWeighted	9	6
d5026b8e-3477-11e0-986e-00163e3d3b7c_l1	PackupWeighted	73	6
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	73	6
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l2	PackupWeighted	73	6
deb285a6-db9e-11df-8f4f-00163e3d3b7c_l2	PackupWeighted	35	6
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l1	PackupWeighted	7	6
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l2	PackupWeighted	7	6
e2f6303a-4fe9-11e0-aa4f-00163e1e087d_l1	PackupWeighted	13	6
e381ba7e-a192-11e0-8647-00163e1e087d_l2	PackupWeighted	71	6
e599f3fc-360e-11e0-986e-00163e3d3b7c_l1	PackupWeighted	106	6
eeee44ce-5407-11df-b11f-00163e7a6f5e_l1	PackupWeighted	15	6
eeee44ce-5407-11df-b11f-00163e7a6f5e_l2	PackupWeighted	15	6
f4ebf9e0-360e-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	106	6
fa3d0fb2-db9e-11df-a0ec-00163e3d3b7c_l1	PackupWeighted	35	6
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l1	PackupWeighted	8	6
rand116_l2	PackupWeighted	171	6
rand118_l2	PackupWeighted	93	6
rand131_l2	PackupWeighted	173	6
rand172_l1	PackupWeighted	127	6
rand179_l1	PackupWeighted	56	6
rand196_l1	PackupWeighted	21	6
rand196_l2	PackupWeighted	177	6
rand208_l1	PackupWeighted	41	6
rand208_l2	PackupWeighted	173	6
rand213_l2	PackupWeighted	49	6
rand220_l2	PackupWeighted	167	6
rand242_l1	PackupWeighted	37	6
rand293_l1	PackupWeighted	113	6
rand307_l2	PackupWeighted	49	6
rand308_l2	PackupWeighted	75	6
rand30_l1	PackupWeighted	19	6
rand377_l2	PackupWeighted	49	6
rand381_l1	PackupWeighted	9	6
rand393_l1	PackupWeighted	11	6
rand425_l1	PackupWeighted	109	6
rand446_l1	PackupWeighted	22	6
rand491_l2	PackupWeighted	164	6
rand507_l1	PackupWeighted	42	6
rand507_l2	PackupWeighted	74	6
rand547_l2	PackupWeighted	171	6
rand583_l2	PackupWeighted	49	6
rand653_l2	PackupWeighted	120	6
rand717_l2	PackupWeighted	177	6
rand752_l1	PackupWeighted	56	6
rand83_l1	PackupWeighted	12	6
rand83_l2	PackupWeighted	173	6
rand869_l1	PackupWeighted	25	6
rand874_l1	PackupWeighted	56	6
rand892_l1	PackupWeighted	11	6
rand892_l2	PackupWeighted	126	6
rand929_l2	PackupWeighted	63	6
rand954_l1	PackupWeighted	37	6
rand981_l2	PackupWeighted	173	6
rand984_l1	PackupWeighted	22	6
rand984_l2	PackupWeighted	174	6
WCNF_pathways_p01	PlanningWithPref	17	6
WCNF_pathways_p02	PlanningWithPref	13	6
WCNF_pathways_p03	PlanningWithPref	20	6
WCNF_pathways_p04	PlanningWithPref	23	6
WCNF_pathways_p05	PlanningWithPref	23	6
WCNF_pathways_p06	PlanningWithPref	36	6
WCNF_pathways_p07	PlanningWithPref	41	6
WCNF_pathways_p08	PlanningWithPref	42	6
WCNF_pathways_p09	PlanningWithPref	49	6
WCNF_pathways_p10	PlanningWithPref	40	6
WCNF_pathways_p11	PlanningWithPref	48	6
WCNF_pathways_p12	PlanningWithPref	39	6
WCNF_pathways_p14	PlanningWithPref	44	6
WCNF_pathways_p16	PlanningWithPref	56	6
WCNF_pathways_p17	PlanningWithPref	61	6
WCNF_pathways_p18	PlanningWithPref	47	6
WCNF_pathways_p20	PlanningWithPref	53	6
WCNF_storage_p01	PlanningWithPref	10	6
WCNF_storage_p02	PlanningWithPref	33	6
WCNF_storage_p03	PlanningWithPref	67	6
WCNF_storage_p04	PlanningWithPref	125	6
WCNF_storage_p05	PlanningWithPref	42	6
WCNF_storage_p06	PlanningWithPref	241	6
WCNF_storage_p07	PlanningWithPref	372	6
WCNF_trucks_p01	PlanningWithPref	22	6
WCNF_trucks_p02	PlanningWithPref	37	6
WCNF_trucks_p03	PlanningWithPref	56	6
WCNF_trucks_p04	PlanningWithPref	81	6
WCNF_trucks_p05	PlanningWithPref	108	6
comp01	TimeTabling	30	6
comp02	TimeTabling	16	6
comp03	TimeTabling	25	6
comp04	TimeTabling	18	6
comp05	TimeTabling	32	6
comp06	TimeTabling	18	6
comp07	TimeTabling	20	6
comp08	TimeTabling	18	6
comp09	TimeTabling	18	6
comp10	TimeTabling	25	6
comp12	TimeTabling	32	6
comp13	TimeTabling	19	6
comp14	TimeTabling	17	6
comp15	TimeTabling	25	6
comp16	TimeTabling	20	6
comp17	TimeTabling	17	6
comp18	TimeTabling	9	6
comp19	TimeTabling	16	6
comp20	TimeTabling	19	6
comp21	TimeTabling	25	6
dds1	TimeTabling	21	6
test1	TimeTabling	20	6
test2	TimeTabling	12	6
test3	TimeTabling	20	6
test4	TimeTabling	25	6
normalized-mps-v2-20-10-p0033.opb.msat	MIPLib	8	6
29180036-5408-11df-9f57-00163e7a6f5e_l2	PackupWeighted	15	6
ec32fc68-7254-11e0-8436-00163e1e087d_l1	PackupWeighted	13	6
rand695_l1	PackupWeighted	11	6
